0000316758, 0000000201,0000863821, 0000002523,0000002093, 0000002054,0000021056, 0000020074,0000002537, 0000000588
0000329689, 0000000482,0000888708, 0000025666,0000004908, 0000004825,0000204929, 0000197615,0000018966, 0000002113
