0000307227, 0000000102,0000586412, 0000364821,0002852041, 0002822588,0001104552, 0000000000102,0,361219,137552,102,0,359891,137557,106,0,352761,137542,114,0,355857,137553,145,0,355996,137559,76,0,349748,137558,80,0,346217,137546,93,0,340081,137542,
0000056456, 0000000007,0000000002, 0000000002,0000000136, 0000000127,0000437512, 00004375047,0,2,54689,16,0,2,54689,13,0,2,54689,15,0,2,54689,27,0,2,54689,11,0,2,54689,11,0,2,54689,11,0,2,54689,
0000411166, 0000003104,0000992083, 0000031085,0000298603, 0000110786,0000305200, 00001261402037,0,8876,23202,1770,0,8845,24847,1967,0,10205,23506,2054,0,11948,24687,2444,0,11860,22192,2266,0,14726,20801,1723,0,15273,16306,2031,0,12761,15013,
0000156171, 0000000134,0003217070, 0002233734,0019796210, 0017557782,0128919584, 0126744733125,0,1981780,16154633,125,0,2263594,15732072,136,0,2260713,15761151,106,0,2221757,15759739,115,0,2204219,15824100,189,0,2254726,15783771,289,0,2100311,15957166,127,0,2269470,15772101,
0000413347, 0000002662,0000998638, 0000033988,0000332927, 0000149238,0000173836, 00000553871833,0,11928,9567,1813,0,10162,13847,1802,0,11510,10643,1669,0,17325,9466,2021,0,19902,5330,1915,0,22605,3264,1912,0,25832,4382,2042,0,14967,3296,
0000410555, 0000002772,0000989950, 0000030914,0000276243, 0000118724,0000260346, 00001392272258,0,11730,19178,2067,0,11940,19192,2105,0,13617,18812,2267,0,13535,18409,1907,0,13038,19172,1933,0,12503,18029,2624,0,12390,16967,2476,0,12334,16756,
0000413189, 0000002545,0001003366, 0000038982,0000324228, 0000143136,0000177467, 00000476101891,0,17012,8600,2083,0,18814,9326,1923,0,16668,9582,2086,0,16901,7851,1896,0,13623,7772,2274,0,14300,9660,1882,0,15330,7069,1943,0,14510,4838,
0000439847, 0000000115,0001246050, 0000240235,0001905773, 0001816399,0000420097, 0000008381111,0,228905,49903,186,0,230433,50046,195,0,228040,49893,121,0,232814,49983,205,0,228178,49913,140,0,227059,49889,154,0,220610,49904,356,0,218892,49910,
